timestamp,sample_duration,num_reads,read_cycles,num_writes,write_cycles,num_flushes,flush_cycles,read_cycles_samples,write_cycles_samples,flush_cycles_samples,bytes_read,bytes_written,retired_rw,retired_movnti,retired_movntq,retired_movntqd,retired_movntps,retired_mfence,retired_sfence,retired_lfence,wpq_inserts,rpq_inserts,wpq_occupancy,rpq_occupancy,dram_rpq_inserts,dram_rpq_occupancy,unc_ticks,total_read_write,retired_all_stores,l3_misses_local_pmm,l3_misses_remote_pmm,any_scoop_pmm,any_scoop_l3_miss_dram,total_addr_distance
647202608,2500930,0,0,300288,46937,0,0,0,1173,0,0,483072,274176,0,26112,0,0,0,0,0,7587,4297,834688,0,0,0,2993704,523085005,0,2665,0,595293,85588946,17
652203308,2500194,0,0,309504,33904,0,0,0,1209,0,0,309504,309504,0,0,0,0,0,0,0,4722,4855,530748,0,0,0,2993417,523800525,0,2665,0,606491,86305810,12
657205579,2501886,0,0,309504,37237,0,0,0,1209,0,0,309504,309504,0,0,0,0,0,0,0,4838,4816,535664,0,0,0,2995092,524911053,0,2665,0,616653,87016263,8
662206970,2501028,0,0,310528,36886,0,0,0,1213,0,0,314112,310016,0,512,0,0,0,0,0,4945,4878,554188,0,0,0,2993915,525630157,0,2665,0,627846,87732685,18
667208840,2500944,0,0,311040,36915,0,0,0,1215,0,0,311040,311040,0,0,0,0,0,0,0,4926,4874,532373,0,0,0,2993928,526346445,0,2665,0,639063,88450367,17
672209890,2500222,0,0,310272,38633,0,0,0,1212,0,0,310272,310272,0,0,0,0,0,0,0,4701,4868,515784,0,0,0,2993172,527173325,0,2665,0,650168,89174611,24
677211995,2500757,0,0,314368,40916,0,0,0,1228,0,0,357376,308224,0,6144,0,0,0,0,0,5636,4811,617134,0,0,0,2993830,527941069,0,2665,0,661380,89900629,11
682214329,2500901,0,0,311552,39665,0,0,0,1217,0,0,311552,311552,0,0,0,0,0,0,0,4909,4879,533270,0,0,0,2993812,528667085,0,2665,0,672747,90628041,8
687217613,2502445,0,0,316928,34922,0,0,0,1238,0,0,316928,316928,0,0,0,0,0,0,0,5021,4981,543106,0,0,0,2995307,529667021,0,2665,0,683431,91349771,6
692220799,2501461,0,0,318208,38902,0,0,0,1243,0,0,457984,298240,0,19968,0,0,0,0,0,7194,4660,785430,0,0,0,2995069,530547405,0,2665,0,694694,92091756,7
